127.0.0.1 - - [28/Feb/2023:14:05:57 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:43:07 +0900] "POST /Model2/OrderAdd.or HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:44:57 +0900] "GET /Model2/OrderStart.or HTTP/1.1" 200 4892
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:44:58 +0900] "GET /Model2/OrderStart.or HTTP/1.1" 200 4892
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:44:58 +0900] "GET /Model2/OrderStart.or HTTP/1.1" 200 4892
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:44:58 +0900] "GET /Model2/OrderStart.or HTTP/1.1" 200 4892
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:45:06 +0900] "POST /Model2/OrderAdd.or HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:45:53 +0900] "GET /Model2/OrderStart.or HTTP/1.1" 200 4894
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:45:53 +0900] "GET /Model2/OrderStart.or HTTP/1.1" 200 4894
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:45:53 +0900] "GET /Model2/OrderStart.or HTTP/1.1" 200 4894
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:45:54 +0900] "GET /Model2/OrderStart.or HTTP/1.1" 200 4894
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:45:54 +0900] "GET /Model2/OrderStart.or HTTP/1.1" 200 4894
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:45:54 +0900] "GET /Model2/OrderStart.or HTTP/1.1" 200 4894
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:45:54 +0900] "GET /Model2/OrderStart.or HTTP/1.1" 200 4894
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:45:54 +0900] "GET /Model2/OrderStart.or HTTP/1.1" 200 4894
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:45:55 +0900] "GET /Model2/OrderStart.or HTTP/1.1" 200 4894
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:45:55 +0900] "GET /Model2/OrderStart.or HTTP/1.1" 200 4894
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:45:55 +0900] "GET /Model2/OrderStart.or HTTP/1.1" 200 4894
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:45:55 +0900] "GET /Model2/OrderStart.or HTTP/1.1" 200 4894
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:45:56 +0900] "GET /Model2/OrderStart.or HTTP/1.1" 200 4894
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:45:56 +0900] "GET /Model2/OrderStart.or HTTP/1.1" 200 4894
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:46:10 +0900] "POST /Model2/OrderAdd.or HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:46:44 +0900] "GET /Model2/BasketList.ba HTTP/1.1" 200 3866
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:46:45 +0900] "GET /Model2/BasketList.ba HTTP/1.1" 200 3866
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:46:45 +0900] "GET /Model2/BasketList.ba HTTP/1.1" 200 3866
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:46:45 +0900] "GET /Model2/BasketList.ba HTTP/1.1" 200 3866
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:46:46 +0900] "GET /Model2/BasketList.ba HTTP/1.1" 200 3866
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:46:46 +0900] "GET /Model2/BasketList.ba HTTP/1.1" 200 3866
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:46:46 +0900] "GET /Model2/BasketList.ba HTTP/1.1" 200 3866
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:46:47 +0900] "GET /Model2/BasketList.ba HTTP/1.1" 200 3866
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:46:47 +0900] "GET /Model2/BasketList.ba HTTP/1.1" 200 3866
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:46:47 +0900] "GET /Model2/BasketList.ba HTTP/1.1" 200 3866
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:46:47 +0900] "GET /Model2/BasketList.ba HTTP/1.1" 200 3866
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:46:47 +0900] "GET /Model2/BasketList.ba HTTP/1.1" 200 3866
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:46:48 +0900] "GET /Model2/BasketList.ba HTTP/1.1" 200 3866
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:46:48 +0900] "GET /Model2/BasketList.ba HTTP/1.1" 200 3866
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:46:48 +0900] "GET /Model2/BasketList.ba HTTP/1.1" 200 3866
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:46:49 +0900] "GET /Model2/BasketList.ba HTTP/1.1" 200 3866
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:46:49 +0900] "GET /Model2/BasketList.ba HTTP/1.1" 200 3866
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:46:49 +0900] "GET /Model2/OrderStart.or HTTP/1.1" 200 4894
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:46:59 +0900] "POST /Model2/OrderAdd.or HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:50:11 +0900] "GET /Model2/BasketDeleteAction.ba?b_num=2 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:50:11 +0900] "GET /Model2/BasketList.ba HTTP/1.1" 200 3451
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:50:12 +0900] "GET /Model2/BasketDeleteAction.ba?b_num=1 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:50:12 +0900] "GET /Model2/BasketList.ba HTTP/1.1" 200 3017
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:50:13 +0900] "GET /Model2/GoodsList.go HTTP/1.1" 200 6713
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:50:13 +0900] "GET /Model2/upload/img1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:50:13 +0900] "GET /Model2/upload/%EC%A0%9C%EB%AA%A9%20%EC%97%86%EC%9D%8C.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:50:13 +0900] "GET /Model2/upload/img42.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:50:13 +0900] "GET /Model2/upload/img3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:50:13 +0900] "GET /Model2/upload/img81.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:50:13 +0900] "GET /Model2/upload/img21.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:50:13 +0900] "GET /Model2/upload/img71.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:50:13 +0900] "GET /Model2/upload/img53.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:50:13 +0900] "GET /Model2/upload/cat3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:50:15 +0900] "GET /Model2/GoodsDetailAction.go?gno=5 HTTP/1.1" 200 5663
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:50:15 +0900] "GET /Model2/upload/img51.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:50:15 +0900] "GET /Model2/upload/default.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:50:15 +0900] "GET /Model2/upload/null HTTP/1.1" 404 833
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:50:26 +0900] "POST /Model2/BasketAdd.ba HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:50:26 +0900] "GET /Model2/BasketList.ba HTTP/1.1" 200 3450
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:50:29 +0900] "GET /Model2/GoodsList.go HTTP/1.1" 200 6713
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:50:30 +0900] "GET /Model2/GoodsDetailAction.go?gno=7 HTTP/1.1" 200 5681
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:50:30 +0900] "GET /Model2/upload/null HTTP/1.1" 404 833
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:50:30 +0900] "GET /Model2/upload/img91.jpg HTTP/1.1" 200 213130
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:50:48 +0900] "GET /Model2/GoodsList.go HTTP/1.1" 200 6713
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:50:51 +0900] "GET /Model2/GoodsDetailAction.go?gno=9 HTTP/1.1" 200 5671
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:50:51 +0900] "GET /Model2/upload/null HTTP/1.1" 404 833
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:50:51 +0900] "GET /Model2/upload/img52.jpg HTTP/1.1" 200 566011
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:51:02 +0900] "POST /Model2/BasketAdd.ba HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:51:02 +0900] "GET /Model2/BasketList.ba HTTP/1.1" 200 3871
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:51:07 +0900] "GET /Model2/BasketList.ba HTTP/1.1" 200 3871
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:51:08 +0900] "GET /Model2/BasketList.ba HTTP/1.1" 200 3871
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:51:08 +0900] "GET /Model2/BasketList.ba HTTP/1.1" 200 3871
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:51:08 +0900] "GET /Model2/BasketList.ba HTTP/1.1" 200 3871
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:51:15 +0900] "GET /Model2/GoodsDetailAction.go?gno=7 HTTP/1.1" 200 5681
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:51:15 +0900] "GET /Model2/upload/null HTTP/1.1" 404 833
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:51:24 +0900] "POST /Model2/BasketAdd.ba HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:51:24 +0900] "GET /Model2/BasketList.ba HTTP/1.1" 200 4295
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:51:26 +0900] "GET /Model2/OrderStart.or HTTP/1.1" 200 5232
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:52:07 +0900] "POST /Model2/OrderAdd.or HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:16:49:11 +0900] "GET /Model2/OrderStart.or HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:16:49:11 +0900] "GET /Model2/MemberLogin.me HTTP/1.1" 200 547
0:0:0:0:0:0:0:1 - - [28/Feb/2023:16:49:11 +0900] "GET /Model2/MemberLogin.me HTTP/1.1" 200 547
0:0:0:0:0:0:0:1 - - [28/Feb/2023:16:49:12 +0900] "GET /Model2/MemberLogin.me HTTP/1.1" 200 547
0:0:0:0:0:0:0:1 - - [28/Feb/2023:16:49:14 +0900] "POST /Model2/MemberLoginAction.me HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:16:49:14 +0900] "GET /Model2/Main.me HTTP/1.1" 200 4324
0:0:0:0:0:0:0:1 - - [28/Feb/2023:16:49:15 +0900] "GET /Model2/BasketList.ba HTTP/1.1" 200 4295
0:0:0:0:0:0:0:1 - - [28/Feb/2023:16:49:18 +0900] "GET /Model2/OrderStart.or HTTP/1.1" 200 5232
0:0:0:0:0:0:0:1 - - [28/Feb/2023:16:49:36 +0900] "POST /Model2/OrderAdd.or HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:16:49:39 +0900] "POST /Model2/OrderAdd.or HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:16:49:40 +0900] "GET /Model2/OrderStart.or HTTP/1.1" 200 4227
0:0:0:0:0:0:0:1 - - [28/Feb/2023:16:49:41 +0900] "GET /Model2/OrderStart.or HTTP/1.1" 200 4227
0:0:0:0:0:0:0:1 - - [28/Feb/2023:16:49:41 +0900] "GET /Model2/OrderStart.or HTTP/1.1" 200 4227
0:0:0:0:0:0:0:1 - - [28/Feb/2023:16:49:43 +0900] "GET /Model2/BasketList.ba HTTP/1.1" 200 3017
